                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 2.3867,                 4.4207,                  2.263,                 3.2792,                0.59796,                0.03659,                0.03788,                0.01761,                0.59796,                0.03659,                0.03068,                0.01348,                      0,                      0,                    inf,                      0,               0.005446,               0.005446,               0.005446
                     48,                 2.3548,                 4.3458,                 2.1881,                 3.2176,                0.59796,                0.03659,                0.03788,                0.01761,                0.59796,                0.03659,                0.03068,                0.01367,                      0,                      0,                    inf,                      0,               0.005347,               0.005347,               0.005347
                     49,                  2.315,                 4.3182,                  2.108,                 3.1543,                0.44349,                0.06328,                0.05811,                0.03345,                0.56699,                0.04358,                 0.0364,                0.01821,                      0,                      0,                    inf,                      0,               0.005248,               0.005248,               0.005248
                     50,                 2.4584,                 4.2539,                 2.2956,                 3.1959,                0.76514,                0.06407,                0.06351,                0.03486,                0.84429,                0.03659,                0.03541,                0.01509,                      0,                      0,                    inf,                      0,               0.005149,               0.005149,               0.005149
                     51,                 2.3083,                 4.2359,                 2.1599,                 3.1346,                0.68807,                 0.0782,                0.06897,                0.04248,                0.61953,                0.05264,                0.04348,                0.02202,                      0,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                     52,                 2.3445,                 4.2134,                 2.1526,                 3.1374,                0.68807,                 0.0782,                0.06897,                0.04248,                0.61953,                0.05264,                0.04342,                0.02215,                      0,                      0,                    inf,                      0,               0.004951,               0.004951,               0.004951
                     53,                  2.262,                  4.227,                 2.1357,                 3.1149,                 0.4445,                0.07861,                0.07007,                0.04521,                0.37512,                0.05354,                0.04187,                 0.0183,                      0,                      0,                    inf,                      0,               0.004852,               0.004852,               0.004852
                     54,                 2.2896,                 4.1364,                 2.1672,                 3.0987,                0.46975,                0.09366,                 0.0723,                0.04495,                0.43005,                0.07562,                0.06265,                0.02824,                      0,                      0,                    inf,                      0,               0.004753,               0.004753,               0.004753
                     55,                 2.3439,                 4.1812,                 2.1962,                 3.1034,                0.47289,                0.09027,                0.07888,                0.05157,                0.52243,                0.06465,                 0.0625,                0.03077,                      0,                      0,                    inf,                      0,               0.004654,               0.004654,               0.004654
                     56,                 2.4435,                 4.2443,                 2.1811,                 3.1514,                0.47289,                0.09027,                0.07888,                0.05157,                0.52243,                0.06465,                 0.0625,                0.03079,                      0,                      0,                    inf,                      0,               0.004555,               0.004555,               0.004555
                     57,                 2.1697,                  3.963,                 2.0782,                 2.9994,                0.55506,                0.08401,                0.07366,                0.04615,                0.46798,                0.07363,                0.05557,                0.02845,                      0,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
                     58,                 2.3203,                 4.0158,                 2.1095,                 3.0125,                0.76854,                0.08173,                0.08507,                0.05935,                0.78091,                0.06343,                0.07073,                0.03426,                      0,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                     59,                  2.362,                 4.0626,                 2.1905,                 3.0655,                0.73536,                0.08327,                0.07487,                 0.0496,                0.82849,                0.06258,                 0.0631,                0.03254,                      0,                      0,                    inf,                      0,               0.004258,               0.004258,               0.004258
                     60,                 2.0688,                 3.8599,                 2.0271,                 2.9307,                0.70624,                0.01091,                0.01694,                0.01005,                0.57346,                 0.0079,                0.01303,                0.00646,                      0,                      0,                    inf,                      0,               0.004159,               0.004159,               0.004159
                     61,                 2.0888,                 3.8384,                 2.0238,                 2.9214,                 0.4137,                0.08423,                0.06576,                0.04377,                0.48162,                0.06683,                0.05889,                0.03095,                      0,                      0,                    inf,                      0,                0.00406,                0.00406,                0.00406
                     62,                 2.3363,                 3.8746,                 2.0713,                 3.0321,                0.70598,                0.09327,                0.07589,                0.05248,                0.78471,                0.06253,                0.06486,                 0.0345,                      0,                      0,                    inf,                      0,               0.003961,               0.003961,               0.003961
                     63,                 2.1339,                 3.8018,                 1.9744,                 2.9036,                0.38378,                0.00969,                0.01565,                0.00856,                0.33814,                0.00912,                0.01307,                0.00658,                      0,                      0,                    inf,                      0,               0.003862,               0.003862,               0.003862
                     64,                 2.1647,                 3.8997,                 1.9595,                 2.8902,                0.68463,                0.08044,                0.07247,                0.04389,                0.74974,                 0.0744,                0.06279,                 0.0319,                      0,                      0,                    inf,                      0,               0.003763,               0.003763,               0.003763
                     65,                 2.1767,                 3.6891,                 1.9708,                 2.8502,                0.42192,                0.05367,                0.05867,                0.03715,                0.41842,                0.05245,                0.05505,                0.02816,                      0,                      0,                    inf,                      0,               0.003664,               0.003664,               0.003664
                     66,                 2.1532,                 3.7938,                 1.9038,                 2.8274,                0.36059,                0.01091,                0.01526,                0.00934,                0.32139,                 0.0079,                0.01318,                0.00666,                      0,                      0,                    inf,                      0,               0.003565,               0.003565,               0.003565
                     67,                 2.1703,                 4.0016,                 2.0377,                 2.9002,                0.33161,                 0.0088,                0.01349,                 0.0088,                0.31991,                0.00912,                 0.0128,                0.00596,                      0,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
                     68,                 2.0739,                 3.7031,                 1.8773,                 2.8057,                0.47779,                0.05367,                0.05999,                0.03665,                0.45795,                0.05123,                0.05455,                0.02444,                      0,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                     69,                 2.1795,                 3.8144,                 1.9617,                 2.8363,                0.69746,                0.09059,                0.07187,                0.05162,                 0.6937,                0.07196,                0.06479,                0.03521,                      0,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                     70,                 2.0588,                  3.741,                 1.8164,                 2.7705,                0.69943,                0.09027,                0.07668,                0.05875,                 0.6852,                0.08577,                0.07221,                0.03727,                      0,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                     71,                 2.2626,                 3.7867,                 1.9692,                 2.8661,                0.81404,                0.07808,                0.08535,                0.05886,                 0.7949,                0.07358,                0.08185,                0.04268,                      0,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                     72,                 2.2465,                 3.7966,                 1.9591,                 2.8912,                0.62654,                0.01091,                 0.0196,                0.01271,                 0.6156,                0.01001,                0.01888,                0.00998,                      0,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                     73,                 2.1272,                 3.8006,                 1.8537,                 2.7582,                0.62581,                0.01091,                0.01931,                0.01308,                 0.5932,                 0.0088,                0.01691,                0.00969,                      0,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                     74,                 2.1141,                 3.6529,                 1.9273,                 2.7996,                0.72909,                0.08905,                0.08494,                0.05729,                0.70952,                0.08455,                0.07852,                0.04244,                      0,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                     75,                 2.1572,                 3.7863,                 1.9738,                  2.776,                0.73787,                0.08847,                0.08773,                0.06245,                0.71637,                0.08416,                0.07856,                0.04407,                      0,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                     76,                 2.2748,                 3.6142,                 2.1415,                 2.9084,                0.73787,                0.08847,                0.08773,                0.06245,                0.71637,                0.08416,                0.07849,                0.04404,                      0,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                     77,                 2.2703,                 3.6593,                 2.0741,                  2.839,                0.77356,                  0.083,                0.08984,                0.06436,                0.75094,                0.07975,                0.08023,                0.04216,                      0,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                     78,                 2.0722,                 3.6396,                 1.8753,                 2.7359,                0.77956,                0.08366,                0.09138,                 0.0688,                0.75938,                0.08045,                0.08459,                0.04559,                      0,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                     79,                 2.0225,                 3.5387,                 1.8493,                  2.747,                0.95521,                0.07808,                0.09448,                0.07157,                0.91651,                0.07346,                0.08843,                0.04584,                      0,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                     80,                 2.1373,                 3.5472,                 1.9013,                 2.7781,                0.95521,                0.07808,                0.09448,                0.07157,                0.91651,                0.07346,                0.08843,                0.04585,                      0,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                     81,                 2.2597,                 3.4713,                 2.0734,                 2.8924,                0.62149,                0.00969,                0.02047,                0.01348,                0.60528,                 0.0088,                0.01927,                 0.0103,                      0,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                     82,                 2.1263,                 3.5959,                 1.9172,                 2.7288,                0.74853,                0.09149,                 0.0898,                0.05926,                0.73225,                0.08789,                0.08433,                0.04229,                      0,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                     83,                 2.1152,                 3.5375,                 1.8838,                 2.6966,                0.75859,                0.04667,                0.05201,                0.03492,                0.74635,                0.04488,                 0.0518,                0.02682,                      0,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                     84,                 2.0887,                 3.5364,                 1.8596,                 2.7257,                0.78794,                0.08783,                0.09214,                0.06278,                0.77184,                0.08437,                0.08937,                0.04753,                      0,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                     85,                 2.0854,                 3.4313,                 1.8938,                 2.6955,                0.75651,                0.08648,                0.09102,                0.06375,                0.74098,                0.08221,                0.09042,                0.04895,                      0,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                     86,                 2.0734,                 3.5509,                  1.853,                 2.7058,                0.75591,                0.09149,                0.09105,                0.06239,                0.74087,                0.08699,                0.08945,                0.04805,                      0,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                     87,                 2.1432,                 3.3319,                 1.9197,                 2.7541,                0.76532,                0.00969,                0.02072,                 0.0139,                0.02794,                0.01213,                0.02218,                0.01188,                      0,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                     88,                 1.9419,                 3.3229,                 1.7448,                 2.6327,                0.78337,                0.08832,                0.09228,                0.06073,                 0.7671,                0.08821,                0.09234,                0.04576,                      0,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                     89,                 2.1618,                 3.3342,                 1.9423,                 2.7289,                0.79947,                0.08661,                0.09204,                0.05659,                0.77975,                 0.0809,                0.09067,                0.04403,                      0,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                     90,                 2.1387,                 3.2695,                 2.0381,                 2.7658,                0.87144,                0.07929,                0.09535,                0.06319,                0.86973,                 0.0748,                 0.0942,                0.04627,                      0,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                     91,                 1.8939,                 3.3063,                 1.9954,                 2.5953,                 0.8427,                0.08359,                0.09695,                0.06691,                0.82626,                0.07909,                0.09544,                0.04799,                      0,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                     92,                 1.9308,                 3.3184,                 1.9435,                 2.6589,                 0.8427,                0.08359,                0.09695,                0.06691,                0.82626,                0.07909,                0.09544,                0.04858,                      0,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                     93,                 1.8809,                 3.0221,                 1.9376,                 2.5821,                0.79324,                0.08417,                0.09683,                0.06663,                0.77125,                 0.0817,                0.09468,                0.04894,                      0,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                     94,                 2.0067,                  3.315,                 1.9346,                 2.6527,                0.40793,                0.01001,                0.02222,                0.01692,                0.37182,                0.01091,                0.02274,                0.01266,                      0,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                     95,                 1.9217,                 3.1905,                 1.8599,                 2.5903,                0.65363,                0.01939,                0.02952,                0.02038,                0.65089,                0.01971,                0.02863,                0.01618,                      0,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                     96,                 1.8786,                 3.3352,                 1.8804,                 2.5987,                0.75259,                0.05834,                0.07065,                0.04873,                0.69425,                0.05881,                 0.0668,                0.03788,                      0,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                     97,                 1.7415,                 3.3069,                 1.9196,                  2.513,                 0.7463,                0.05149,                0.06195,                0.04142,                0.69164,                0.04879,                0.05664,                0.03162,                      0,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                     98,                 1.9639,                 3.1564,                 1.9244,                 2.6455,                0.71183,                0.03698,                0.04581,                0.03001,                0.68058,                0.03306,                0.04258,                0.02437,                      0,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                     99,                 1.9113,                 3.2097,                 1.8924,                 2.6092,                0.79852,                0.08488,                    0.1,                 0.0684,                0.78631,                0.07968,                0.09489,                0.05145,                      0,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
